19_12_18_Cam1,,,,,"not visible: x count, no count: empty",,,,
Time,Region 1,x,Region 2,x,Region 3,x,Notes,Video File,
1:11:00,,,,,1,,,,
1:12:00,,,,,1,,,,
1:13:00,,,,,1,,jumps out of tree r3 1:13:46 same spot as before,,
1:14:00,,,,,,,,,
1:15:00,,,,,,,,,
1:16:00,,,,,,,,,
1:17:00,,,,,,,,,
1:18:00,1,,,,,,,,
1:19:00,1,,,,,,,,
1:20:00,,,1,,,,,,
1:21:00,,,1,,,,,,
1:22:00,,,1,,,,,,
1:23:00,,,1,,,,,,
1:24:00,,,1,,,,,,
1:25:00,,,1,,,,,,
1:26:00,,,1,,,,,,
1:27:00,1,,,,,,,,
1:28:00,1,1,,,,,,,
1:29:00,1,,,,,,,,
1:30:00,1,,,,,,,,
1:31:00,1,,,,,,,,
1:32:00,,,1,,,,,,
1:33:00,,,1,,,,,,
1:34:00,,,1,,,,,,
1:35:00,,,1,,,,,,
1:36:00,,,1,,,,,,
1:37:00,,,,,,,,,
1:38:00,,,,,,,,,
1:39:00,1,1,,,,,,,
1:40:00,1,1,,,,,,,
1:41:00,1,1,,,,,,,
1:42:00,1,1,,,,,,,
1:43:00,,,,,1,,,,
1:44:00,,,,,1,,,,
1:45:00,1,,,,,,,,
1:46:00,1,,,,,,,,
1:47:00,1,,,,,,,,
1:48:00,1,,,,,,,,
1:49:00,1,,,,,,,,
1:50:00,1,,,,,,,,
1:51:00,,,1,,,,,,
1:52:00,,,1,,,,,,
1:53:00,,,1,,,,,,
1:54:00,,,1,,,,leaves tree left lower corner r2 1:54:52,,
1:55:00,1,1,,,,,,,
1:56:00,1,1,,,,,,,
1:57:00,1,1,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
